image,condition,replicate,cell_id,pair,pearson_r,manders_m1,manders_m2
MAX_25deg_rep1.tif,25deg,1,54,Sis1_vs_Nsr1,0.7593641495433918,0.9001379389620093,0.9434055841293166
MAX_25deg_rep1.tif,25deg,1,55,Sis1_vs_Nsr1,0.8189672236105942,0.9772761541531775,0.7188365071798346
MAX_25deg_rep1.tif,25deg,1,56,Sis1_vs_Nsr1,0.8960510407675709,0.8656447541584863,1.0
MAX_25deg_rep1.tif,25deg,1,57,Sis1_vs_Nsr1,0.6876936080630053,0.8874602410769826,1.0
MAX_40deg_rep1.tif,40deg,1,1,Tif6_vs_Sis1,0.7477670886727186,0.9728420806454756,1.0
MAX_40deg_rep1.tif,40deg,1,2,Tif6_vs_Sis1,0.8478865159806037,0.7785768357305072,1.0
MAX_40deg_rep1.tif,40deg,1,3,Tif6_vs_Sis1,0.8605477506340339,0.9352983680452859,1.0
MAX_40deg_rep1.tif,40deg,1,4,Tif6_vs_Sis1,0.9363548501136437,0.9507844148507033,0.9991155548723569
MAX_40deg_rep1.tif,40deg,1,5,Tif6_vs_Sis1,0.5940529465251793,0.9575274567854073,1.0
MAX_40deg_rep1.tif,40deg,1,6,Tif6_vs_Sis1,0.9036964099017846,0.8794222210440433,1.0
MAX_40deg_rep1.tif,40deg,1,7,Tif6_vs_Sis1,0.7700013892522874,0.9413434613935586,1.0
MAX_40deg_rep1.tif,40deg,1,8,Tif6_vs_Sis1,0.7014960726109483,0.9435121171297872,1.0
MAX_40deg_rep1.tif,40deg,1,9,Tif6_vs_Sis1,0.6965216501655845,0.9624494806202448,1.0
MAX_40deg_rep1.tif,40deg,1,10,Tif6_vs_Sis1,0.7038630027726208,0.9716515633986561,1.0
MAX_40deg_rep1.tif,40deg,1,11,Tif6_vs_Sis1,0.8524991025210431,0.9422498310451133,1.0
MAX_40deg_rep1.tif,40deg,1,12,Tif6_vs_Sis1,0.66764471331846,0.9582753155833232,1.0
MAX_40deg_rep1.tif,40deg,1,13,Tif6_vs_Sis1,0.7845896883873108,0.8753099728763911,1.0
MAX_40deg_rep1.tif,40deg,1,14,Tif6_vs_Sis1,0.9451248837048825,0.8772160428356888,1.0
MAX_40deg_rep1.tif,40deg,1,15,Tif6_vs_Sis1,0.6080453023865289,0.9862039102390687,1.0
MAX_40deg_rep1.tif,40deg,1,16,Tif6_vs_Sis1,0.7616674382197137,0.9638736945904328,1.0
MAX_40deg_rep1.tif,40deg,1,17,Tif6_vs_Sis1,0.889172964367361,0.9589956944141996,0.9964313254308412
MAX_40deg_rep1.tif,40deg,1,18,Tif6_vs_Sis1,0.5259519802586916,0.8884083030884791,1.0
MAX_40deg_rep1.tif,40deg,1,19,Tif6_vs_Sis1,0.9035324093777474,0.9326149463188161,1.0
MAX_40deg_rep1.tif,40deg,1,20,Tif6_vs_Sis1,0.6813772196634607,0.9856778829848667,1.0
MAX_40deg_rep1.tif,40deg,1,21,Tif6_vs_Sis1,0.8915191693759683,0.9457300926675998,1.0
MAX_40deg_rep1.tif,40deg,1,22,Tif6_vs_Sis1,0.29258638615837723,0.0,
MAX_40deg_rep1.tif,40deg,1,23,Tif6_vs_Sis1,0.5761111527156797,0.021797883357328685,1.0
MAX_40deg_rep1.tif,40deg,1,24,Tif6_vs_Sis1,0.9535754311050942,0.9575975509014043,1.0
MAX_40deg_rep1.tif,40deg,1,25,Tif6_vs_Sis1,0.9498329079974599,0.9439364387975432,1.0
MAX_40deg_rep1.tif,40deg,1,26,Tif6_vs_Sis1,0.8348612959128275,0.9724796788263284,1.0
MAX_40deg_rep1.tif,40deg,1,27,Tif6_vs_Sis1,0.7293597206040819,0.9775791322210791,1.0
MAX_40deg_rep1.tif,40deg,1,28,Tif6_vs_Sis1,0.2687254432435445,0.0,
MAX_40deg_rep1.tif,40deg,1,29,Tif6_vs_Sis1,0.9126776010550453,0.8873836212393895,1.0
MAX_40deg_rep1.tif,40deg,1,30,Tif6_vs_Sis1,0.26714263582752773,0.0,
MAX_40deg_rep1.tif,40deg,1,31,Tif6_vs_Sis1,0.8550869315120441,0.9059635734862962,1.0
MAX_40deg_rep1.tif,40deg,1,1,Tif6_vs_Nsr1,0.5734814948915997,0.6574287261034327,0.9894211238997969
MAX_40deg_rep1.tif,40deg,1,2,Tif6_vs_Nsr1,0.24865846484718007,,
MAX_40deg_rep1.tif,40deg,1,3,Tif6_vs_Nsr1,0.32873625892966113,,
MAX_40deg_rep1.tif,40deg,1,4,Tif6_vs_Nsr1,0.9081891861194552,0.7532069206571129,0.9837721722383348
MAX_40deg_rep1.tif,40deg,1,5,Tif6_vs_Nsr1,0.6369116485088409,0.6907397948927185,1.0
MAX_40deg_rep1.tif,40deg,1,6,Tif6_vs_Nsr1,0.8522969930379248,0.8121555216149811,0.975360648571315
MAX_40deg_rep1.tif,40deg,1,7,Tif6_vs_Nsr1,0.654062113660807,0.8077549258820865,0.9227575323801804
MAX_40deg_rep1.tif,40deg,1,8,Tif6_vs_Nsr1,0.5212439964558626,0.618002612835105,0.9986593365457023
