image,condition,replicate,cell_id,n_nuclei,cell_area_px,nucleus_area_px,cytosol_area_px,Tif6_cell_mean,Tif6_nucleus_mean,Tif6_cytosol_mean,Nsr1_cell_mean,Nsr1_nucleus_mean,Nsr1_cytosol_mean,Sis1_cell_mean,Sis1_nucleus_mean,Sis1_cytosol_mean,Sis1_puncta_n,Sis1_puncta_area_px,Sis1_puncta_mean_intensity,Sis1_diffuse_mean_intensity,Sis1_frac_intensity_in_puncta,Sis1_puncta_integrated_intensity,Sis1_fragmentation_index_simple,Sis1_fragmentation_index_persistence,Tif6_puncta_n,Tif6_puncta_area_px,Tif6_puncta_mean_intensity,Tif6_diffuse_mean_intensity,Tif6_frac_intensity_in_puncta,Tif6_puncta_integrated_intensity,Tif6_fragmentation_index_simple,Tif6_fragmentation_index_persistence,keep,pearson_r_Tif6_vs_Sis1,manders_m1_Tif6_vs_Sis1,manders_m2_Tif6_vs_Sis1,pearson_r_Tif6_vs_Nsr1,manders_m1_Tif6_vs_Nsr1,manders_m2_Tif6_vs_Nsr1,pearson_r_Sis1_vs_Nsr1,manders_m1_Sis1_vs_Nsr1,manders_m2_Sis1_vs_Nsr1,Sis1_mean_distance,Sis1_fraction_proximal,Tif6_mean_distance,Tif6_fraction_proximal,nucleolar_area,nucleolar_solidity,nucleolar_circularity,nucleolar_eccentricity,n_nucleoli
MAX_25deg_rep1.tif,25deg,1,38,0,659,0,659,350.4248962402344,,350.4248962402344,205.1775360107422,,205.1775360107422,299.1229248046875,,299.1229248046875,1,4,214.25,299.6412353515625,0.004347561408670772,857.0,3,0.7,0,0,,350.4248962402344,0.0,0.0,3,0.6458333333333333,True,0.8333066514174561,0.7436566229863951,0.5448786358166254,0.9138598785796871,1.0,1.0,0.750914301058192,0.8133368064600156,0.9982230035062243,10.816653826391969,0.0,,,67,0.9571428571428572,0.9263751057136452,0.5117594672782636,1
MAX_25deg_rep1.tif,25deg,1,39,0,385,0,385,269.8285827636719,,269.8285827636719,176.23117065429688,,176.23117065429688,223.71168518066406,,223.71168518066406,0,0,,223.71168518066406,0.0,0.0,1,0.5222222222222221,0,0,,269.8285827636719,0.0,0.0,1,0.6055555555555554,True,0.7793421653495648,,,0.6645964410566017,0.9907781756574641,1.0,0.6581015896530021,0.33200528898013154,0.9338250790305584,,,,,56,0.835820895522388,0.5274707098903908,0.8276224751625616,1
MAX_25deg_rep1.tif,25deg,1,40,0,639,0,639,317.0939025878906,,317.0939025878906,180.68701171875,,180.68701171875,217.1690216064453,,217.1690216064453,0,0,,217.1690216064453,0.0,0.0,9,0.3737373737373738,0,0,,317.0939025878906,0.0,0.0,1,0.5679012345679012,True,0.6028080674261626,0.0,,0.7534112569967514,0.9959135932248561,1.0,0.5356203724858258,0.4165239432760156,0.921572321120216,,,,,64,0.8648648648648649,0.7117755033571204,0.5503821272816652,1
MAX_25deg_rep1.tif,25deg,1,41,0,1109,0,1109,451.3372497558594,,451.3372497558594,212.9837646484375,,212.9837646484375,297.6510314941406,,297.6510314941406,0,0,,297.6510314941406,0.0,0.0,1,0.6965811965811967,1,4,977.5,449.4325866699219,0.007811672756841207,3910.0,2,0.5353535353535354,True,0.9513481936192774,0.7633315391822658,0.9633294397771688,0.8796600754718413,1.0,1.0,0.834133523240218,0.906123270729673,0.9875511570426825,,,1.4142135623730951,1.0,123,0.9044117647058824,0.7668420728429036,0.6773462014125138,2
MAX_25deg_rep1.tif,25deg,1,42,0,581,0,581,401.4285583496094,,401.4285583496094,234.4199676513672,,234.4199676513672,410.20654296875,,410.20654296875,0,0,,410.20654296875,0.0,0.0,1,0.7619047619047619,0,0,,401.4285583496094,0.0,0.0,1,0.595959595959596,True,0.8669634326421684,1.0,0.5038464139586786,0.935234648372123,1.0,1.0,0.7774434659963879,0.9021372612577722,1.0,,,,,48,0.96,0.9225713057860767,0.6969762269207863,1
MAX_25deg_rep1.tif,25deg,1,43,0,506,0,506,363.3458557128906,,363.3458557128906,198.7332000732422,,198.7332000732422,226.4624481201172,,226.4624481201172,0,0,,226.4624481201172,0.0,0.0,1,0.6874999999999999,0,0,,363.3458557128906,0.0,0.0,1,0.5092592592592591,True,0.9179961080337641,0.0,,0.8739861925096544,0.9990862264961682,1.0,0.6879925793453948,0.7571907581076125,0.8592403727800246,,,,,37,0.9736842105263158,0.9322330144629931,0.7869535160824859,1
MAX_25deg_rep1.tif,25deg,1,44,0,1030,0,1030,413.2223205566406,,413.2223205566406,218.62232971191406,,218.62232971191406,315.4339904785156,,315.4339904785156,1,5,210.0,315.94830322265625,0.0032317934606967747,1050.0,1,0.513888888888889,1,8,811.5,410.1047058105469,0.015253078457493675,6492.0,2,0.4814814814814815,True,0.9349841237951614,0.9189906357559016,0.9515569162715926,0.8054442141282402,1.0,1.0,0.6811555042007078,0.898355721848204,0.9960564977576164,17.029386365926403,0.0,2.8284271247461903,1.0,81,0.9642857142857143,0.9132983421780759,0.7681552224777635,1
MAX_25deg_rep1.tif,25deg,1,45,0,855,0,855,370.70526123046875,,370.70526123046875,208.42689514160156,,208.42689514160156,263.4888916015625,,263.4888916015625,1,3,206.6666717529297,263.68896484375,0.0027520940328386962,620.0,2,0.7129629629629629,1,14,663.5,365.8311462402344,0.029307184345944037,9289.0,2,0.5185185185185185,True,0.835760252372129,0.17530362574657518,1.0,0.8545202008799495,1.0,1.0,0.74269820442253,0.907465336084057,0.9402994662024576,5.0,1.0,0.0,1.0,293,0.7855227882037533,0.3250138707115189,0.7855665413347193,1
MAX_25deg_rep1.tif,25deg,1,46,0,387,0,387,377.7726135253906,,377.7726135253906,198.71835327148438,,198.71835327148438,335.3643493652344,,335.3643493652344,0,0,,335.3643493652344,0.0,0.0,5,0.44444444444444436,0,0,,377.7726135253906,0.0,0.0,1,0.4682539682539683,True,0.798835984231214,1.0,0.34892366050260787,0.9052791247653729,1.0,1.0,0.7567275391967146,0.7812888993933664,0.9965457366632186,,,,,37,0.9024390243902439,0.8137376118648234,0.6669451866776812,1
MAX_25deg_rep1.tif,25deg,1,47,0,1057,0,1057,331.50994873046875,,331.50994873046875,202.88931274414062,,202.88931274414062,246.1702880859375,,246.1702880859375,1,9,450.77777099609375,244.4131622314453,0.01559173257699787,4057.0,2,0.6060606060606061,1,7,701.7142944335938,329.0419006347656,0.014018024805511321,4912.0,3,0.7424242424242422,True,0.9717777096798587,0.8586812165213157,0.9603458144997336,0.87327430903033,1.0,1.0,0.860185935106991,0.7845767060030785,0.8520109076061596,0.0,1.0,0.0,1.0,97,0.9509803921568627,0.9252725688947755,0.3315052236886769,1
MAX_25deg_rep1.tif,25deg,1,48,0,881,0,881,370.4665222167969,,370.4665222167969,209.2077178955078,,209.2077178955078,284.9954528808594,,284.9954528808594,0,0,,284.9954528808594,0.0,0.0,3,0.6358024691358026,2,10,222.5,372.1653137207031,0.006817186049433025,2225.0,3,0.5925925925925924,True,0.8152094393997146,0.5514217457172824,0.4920010490427485,0.8919041754560063,1.0,1.0,0.8036286419968546,0.8584436600233091,0.9870273123460466,,,19.75052561445697,0.0,139,0.9025974025974026,0.8056862096683202,0.6397180380582241,1
MAX_25deg_rep1.tif,25deg,1,49,0,631,0,631,329.916015625,,329.916015625,208.5467529296875,,208.5467529296875,253.1204376220703,,253.1204376220703,0,0,,253.1204376220703,0.0,0.0,1,0.6458333333333333,0,0,,329.916015625,0.0,0.0,2,0.7314814814814816,True,0.9665324072093499,0.7089706658011117,1.0,0.824774852608881,1.0,1.0,0.8531561091235539,0.9281459643211697,0.870554117961988,,,,,85,0.9042553191489362,0.7449327199395327,0.6434500108580357,2
MAX_25deg_rep1.tif,25deg,1,50,0,333,0,333,408.3693542480469,,408.3693542480469,195.22222900390625,,195.22222900390625,290.4444580078125,,290.4444580078125,0,0,,290.4444580078125,0.0,0.0,1,0.5555555555555556,0,0,,408.3693542480469,0.0,0.0,1,0.5694444444444444,True,0.8640873034503466,0.6057831439618568,0.5893249273925055,0.8573693226135876,1.0,1.0,0.6921010964591374,0.7837391473890654,0.9777073034231881,,,,,74,0.925,0.8628399555787142,0.7575073750067263,1
MAX_25deg_rep1.tif,25deg,1,51,0,935,0,935,302.1112365722656,,302.1112365722656,189.00320434570312,,189.00320434570312,265.1443786621094,,265.1443786621094,2,17,327.5882263183594,263.9880065917969,0.02246379734581098,5569.0,2,0.5427350427350428,0,0,,302.1112365722656,0.0,0.0,1,0.4722222222222222,True,0.9279001588933646,1.0,0.5212594415683612,0.7448122415370195,1.0,1.0,0.7473909324546938,0.6089748728500298,0.9917216715600786,1.4142135623730951,1.0,,,107,0.9067796610169492,0.5514754215231273,0.7790577820664393,2
MAX_25deg_rep1.tif,25deg,1,52,0,775,0,775,343.3883972167969,,343.3883972167969,198.88516235351562,,198.88516235351562,271.1690368652344,,271.1690368652344,0,0,,271.1690368652344,0.0,0.0,1,0.7,1,6,236.6666717529297,344.2210693359375,0.00533581837174872,1420.0,8,0.6458333333333333,True,0.7354639409215948,0.6646761076039356,0.2888577304169004,0.9123698943654737,1.0,1.0,0.6763911722793735,0.7161401734415012,0.9735311227457825,,,13.92838827718412,0.0,56,0.9180327868852459,0.8480367285678171,0.7444755478225878,1
MAX_25deg_rep1.tif,25deg,1,53,0,1129,0,1129,481.45172119140625,,481.45172119140625,229.74667358398438,,229.74667358398438,343.6651916503906,,343.6651916503906,0,0,,343.6651916503906,0.0,0.0,3,0.5659722222222223,1,8,920.625,478.31756591796875,0.013549587073344384,7365.0,3,0.6277777777777777,True,0.9218281515589929,0.9723339952619844,0.8898200997037786,0.8759186741724742,1.0,1.0,0.7297331145481791,0.9475268952930936,0.9910907837854771,,,0.0,1.0,107,0.9469026548672567,0.880744123045648,0.7908931551542528,1
MAX_25deg_rep1.tif,25deg,1,54,0,316,0,316,299.1772155761719,,299.1772155761719,206.03164672851562,,206.03164672851562,248.0158233642578,,248.0158233642578,1,12,190.75,250.2763214111328,0.029206486927896087,2289.0,2,0.6111111111111113,0,0,,299.1772155761719,0.0,0.0,2,0.5763888888888891,True,0.8594983724231599,,,0.8148258101639145,1.0,1.0,0.7568366181508006,0.9001379389620093,0.9466398790872562,4.242640687119285,1.0,,,126,0.8811188811188811,0.6268414710854558,0.6156222513750034,1
MAX_25deg_rep1.tif,25deg,1,55,0,692,0,692,355.5881652832031,,355.5881652832031,207.98988342285156,,207.98988342285156,242.86705017089844,,242.86705017089844,0,0,,242.86705017089844,0.0,0.0,1,0.5277777777777777,0,0,,355.5881652832031,0.0,0.0,1,0.6777777777777778,True,0.955431453391859,0.6829208427081203,1.0,0.869019817165006,0.9991872132386708,1.0,0.8189979412763787,0.977319605881676,0.719291946729011,,,,,65,0.9701492537313433,0.9474447314257801,0.613105386992989,1
MAX_25deg_rep1.tif,25deg,1,56,0,550,0,550,297.88909912109375,,297.88909912109375,216.83090209960938,,216.83090209960938,340.6254577636719,,340.6254577636719,1,6,216.0,342.0,0.006917755572636433,1296.0,4,0.6180555555555556,0,0,,297.88909912109375,0.0,0.0,9,0.6296296296296297,True,0.8805673717942228,1.0,0.009084893435165017,0.872509011664763,1.0,1.0,0.8960510407675709,0.8656447541584863,1.0,12.0,0.0,,,89,0.9468085106382979,0.8985342050554112,0.6661634723066138,1
MAX_25deg_rep1.tif,25deg,1,57,0,444,0,444,403.5067443847656,,403.5067443847656,216.35134887695312,,216.35134887695312,385.729736328125,,385.729736328125,0,0,,385.729736328125,0.0,0.0,1,0.7777777777777779,0,0,,403.5067443847656,0.0,0.0,1,0.4444444444444444,True,0.7723856775578243,0.9797909638155718,0.5332313618853388,0.9310752757602113,1.0,1.0,0.6863181496415788,0.8887641638064789,1.0,,,,,50,0.9433962264150944,0.8676364208311655,0.821613689468018,1
MAX_40deg_rep1.tif,40deg,1,1,0,497,0,497,412.9657897949219,,412.9657897949219,373.3239440917969,,373.3239440917969,394.4446716308594,,394.4446716308594,1,71,409.9295654296875,391.8638610839844,0.14846535638316866,29105.0,2,0.6805555555555557,0,0,,412.9657897949219,0.0,0.0,2,0.5277777777777777,True,0.7477670886727186,0.9728420806454756,1.0,0.5734814948915997,0.6670234855617319,0.9922924208805325,0.8674479615114222,0.8085256588384616,1.0,3.1622776601683795,1.0,,,116,0.9586776859504132,0.8684879294325315,0.7882534237217523,1
MAX_40deg_rep1.tif,40deg,1,2,0,266,0,266,238.37594604492188,,238.37594604492188,204.09022521972656,,204.09022521972656,211.25564575195312,,211.25564575195312,0,0,,211.25564575195312,0.0,0.0,1,0.611111111111111,1,255,236.5411834716797,280.9090881347656,0.9512679788039364,60318.0,2,0.5158730158730158,True,0.8478865159806037,0.7785768357305072,1.0,0.24865846484718007,,,0.28257213421956495,,,,,4.0,1.0,18,0.75,0.5295884292057856,0.9024050063871099,5
MAX_40deg_rep1.tif,40deg,1,3,0,1018,0,1018,263.4096374511719,,263.4096374511719,203.64930725097656,,203.64930725097656,234.96759033203125,,234.96759033203125,0,0,,234.96759033203125,0.0,0.0,3,0.6851851851851852,0,0,,263.4096374511719,0.0,0.0,4,0.6895424836601309,True,0.8605477506340339,0.9352983680452859,1.0,0.32873625892966113,0.0,,0.32970190365543467,,,,,,,82,0.5466666666666666,0.1866724512814465,0.742828841040537,8
MAX_40deg_rep1.tif,40deg,1,4,0,1350,0,1350,348.6600036621094,,348.6600036621094,300.74517822265625,,300.74517822265625,352.4474182128906,,352.4474182128906,1,10,993.2000122070312,347.6656799316406,0.02087414145320342,9932.0,1,0.5079365079365079,0,0,,348.6600036621094,0.0,0.0,1,0.5493827160493828,True,0.9363607059586794,0.9507803455219744,0.9991155548723569,0.9081925586413566,0.730731633641974,0.9841527306020719,0.897639290717825,0.8455594335637908,1.0,0.0,1.0,,,118,0.9672131147540983,0.9994988662367147,0.34400872931509313,1
MAX_40deg_rep1.tif,40deg,1,5,0,2524,0,2524,415.5760803222656,,415.5760803222656,292.3839111328125,,292.3839111328125,366.29437255859375,,366.29437255859375,1,59,748.8135375976562,357.13873291015625,0.04778659790357664,44180.0,2,0.43981481481481477,1,21,1120.1904296875,409.6643981933594,0.02242700545516601,23524.0,2,0.33333333333333337,True,0.5940529465251793,0.9575274567854073,1.0,0.6369116485088409,0.6926898855808178,1.0,0.7515758608925416,0.7644370616877955,0.9989970909408035,0.0,1.0,1.0,1.0,166,0.9431818181818182,0.9090783136234056,0.68865881341954,1
MAX_40deg_rep1.tif,40deg,1,6,0,1090,0,1090,312.3431091308594,,312.3431091308594,266.29541015625,,266.29541015625,268.44219970703125,,268.44219970703125,0,0,,268.44219970703125,0.0,0.0,2,0.44444444444444436,0,0,,312.3431091308594,0.0,0.0,1,0.32352941176470595,True,0.9037890005800019,0.8789329282652725,1.0,0.8519307953046957,0.7596072803480717,0.9758925518925519,0.8911784414291934,0.9194973911191566,0.9753249637753969,,,,,106,0.9464285714285714,0.9519670330658166,0.4435835346551773,1
MAX_40deg_rep1.tif,40deg,1,7,0,1456,0,1456,339.1064453125,,339.1064453125,322.4367980957031,,322.4367980957031,311.17169189453125,,311.17169189453125,1,27,616.1851806640625,305.40869140625,0.03672091924796829,16637.0,4,0.4340277777777777,0,0,,339.1064453125,0.0,0.0,1,0.30740740740740746,True,0.7700013892522874,0.9413434613935586,1.0,0.654062113660807,0.8003430257731742,0.9201636614980334,0.7779881748328625,0.9139437008058349,0.9856813722843206,2.8284271247461903,1.0,,,79,0.9753086419753086,0.966848374024614,0.6990432604678709,1
MAX_40deg_rep1.tif,40deg,1,8,0,1555,0,1555,434.3987121582031,,434.3987121582031,306.7498474121094,,306.7498474121094,295.3723449707031,,295.3723449707031,2,39,549.2051391601562,288.84234619140625,0.04663360214585547,21419.0,3,0.4097222222222223,0,0,,434.3987121582031,0.0,0.0,1,0.42013888888888895,True,0.7014960726109483,0.9435121171297872,1.0,0.5212439964558626,0.6090906499992327,1.0,0.8081614491546558,0.9312325961015268,0.9738687327307313,5.222100115305049,0.5,,,84,0.9130434782608695,0.8480547553331971,0.8401035548909489,1
MAX_40deg_rep1.tif,40deg,1,9,0,2313,0,2313,373.0350341796875,,373.0350341796875,283.40814208984375,,283.40814208984375,336.1271057128906,,336.1271057128906,3,43,793.906982421875,327.45550537109375,0.04390954155958748,34138.0,4,0.3431372549019608,0,0,,373.0350341796875,0.0,0.0,2,0.5039682539682541,True,0.6960113513944959,0.963401133912229,1.0,0.8175358157296096,0.6326702917616792,0.9374134905455764,0.7190148381832695,0.8031368779763205,0.998561808399039,3.0275875100994063,0.6666666666666666,,,84,0.9545454545454546,0.9603129067475917,0.6777152592088708,1
MAX_40deg_rep1.tif,40deg,1,10,0,1357,0,1357,421.59027099609375,,421.59027099609375,374.6735534667969,,374.6735534667969,383.1230773925781,,383.1230773925781,1,14,779.2142944335938,378.9940490722656,0.020982962042554502,10909.0,4,0.6597222222222221,0,0,,421.59027099609375,0.0,0.0,1,0.5555555555555555,True,0.7038630027726208,0.9716515633986561,1.0,0.5893031207000604,0.7151841244471799,0.985102473233204,0.8544832071854065,0.9100759838940122,0.9975573738822366,0.0,1.0,,,157,0.9345238095238095,0.8401962835011126,0.7263913457749408,1
MAX_40deg_rep1.tif,40deg,1,11,0,1239,0,1239,264.4422912597656,,264.4422912597656,203.57627868652344,,203.57627868652344,264.38336181640625,,264.38336181640625,1,3,294.0,264.3114929199219,0.002692546043453175,882.0,3,0.48611111111111116,0,0,,264.4422912597656,0.0,0.0,1,0.5588235294117646,True,0.8540990712512754,0.9417964448639295,1.0,0.2936717507739535,0.0,,0.34488582026170606,0.0,,5.830951894845301,0.0,,,43,0.7818181818181819,0.41233448084779123,0.7158810155172309,7
MAX_40deg_rep1.tif,40deg,1,12,0,2103,0,2103,405.645751953125,,405.645751953125,288.6985168457031,,288.6985168457031,323.9034729003906,,323.9034729003906,2,25,698.6799926757812,319.3946228027344,0.025642681918877693,17467.0,3,0.3544973544973545,0,0,,405.645751953125,0.0,0.0,2,0.26570048309178745,True,0.66764471331846,0.9582753155833232,1.0,0.5547033938197323,0.6248270080234574,0.9864952939985832,0.8293028919610815,0.8573940095499928,1.0,1.4142135623730951,1.0,,,116,0.9666666666666667,0.9825582074869399,0.5469959933988972,1
MAX_40deg_rep1.tif,40deg,1,13,0,1062,0,1062,300.1949157714844,,300.1949157714844,258.4698791503906,,258.4698791503906,266.2109375,,266.2109375,0,0,,266.2109375,0.0,0.0,1,0.43333333333333335,0,0,,300.1949157714844,0.0,0.0,1,0.48717948717948717,True,0.7847806058645673,0.8748178117304116,1.0,0.7704821523501346,0.8739802185015192,0.8361431631313481,0.836473126114925,0.8440624929139929,0.9833716835534763,,,,,59,0.9365079365079365,0.92893996674063,0.6006787336175289,1
MAX_40deg_rep1.tif,40deg,1,14,0,909,0,909,364.2387390136719,,364.2387390136719,291.4389343261719,,291.4389343261719,258.9284973144531,,258.9284973144531,0,0,,258.9284973144531,0.0,0.0,2,0.5793650793650794,0,0,,364.2387390136719,0.0,0.0,1,0.44047619047619047,True,0.9451248837048825,0.8772160428356888,1.0,0.9260351697636712,0.821243656416082,0.9950647543970057,0.9167831595431164,0.990692308700725,0.9247968743062647,,,,,130,0.9558823529411765,0.9624666576866371,0.4086631696326808,1
MAX_40deg_rep1.tif,40deg,1,15,0,2843,0,2843,413.62469482421875,,413.62469482421875,309.15545654296875,,309.15545654296875,369.90679931640625,,369.90679931640625,1,4,662.25,369.4949035644531,0.0025189108491934066,2649.0,5,0.39247311827956993,0,0,,413.62469482421875,0.0,0.0,1,0.3787878787878788,True,0.6082373142937826,0.9862039102390687,1.0,0.3693592718128334,0.66317895161565,0.9822570933143786,0.7323880838742486,0.8091840836012861,1.0,0.0,1.0,,,135,0.9183673469387755,0.8295896469077421,0.7787453346765026,1
MAX_40deg_rep1.tif,40deg,1,16,0,1292,0,1292,433.75543212890625,,433.75543212890625,293.03173828125,,293.03173828125,328.8134765625,,328.8134765625,1,26,661.076904296875,321.98974609375,0.040458822061686286,17188.0,2,0.42735042735042744,0,0,,433.75543212890625,0.0,0.0,1,0.38492063492063494,True,0.761912450980797,0.963577625464767,1.0,0.6270739489748008,0.5366583375489911,1.0,0.9009336631026109,0.857544565961774,1.0,0.0,1.0,,,194,0.9509803921568627,0.9703331828513906,0.25671729391257336,1
MAX_40deg_rep1.tif,40deg,1,17,0,1126,0,1126,237.1110076904297,,237.1110076904297,204.48756408691406,,204.48756408691406,262.835693359375,,262.835693359375,0,0,,262.835693359375,0.0,0.0,3,0.5029239766081873,0,0,,237.1110076904297,0.0,0.0,5,0.6111111111111113,True,0.8887675482829452,0.9595712472667778,0.9964313254308412,0.20628016681921135,,,0.2246352144668801,0.0,,,,,,10,0.9090909090909091,0.5601187107454253,0.9128709291752769,9
MAX_40deg_rep1.tif,40deg,1,18,0,1720,0,1720,356.7459411621094,,356.7459411621094,271.4383850097656,,271.4383850097656,290.4505920410156,,290.4505920410156,1,28,494.1785583496094,287.0791931152344,0.027697542911474752,13837.0,2,0.6041666666666666,0,0,,356.7459411621094,0.0,0.0,1,0.454861111111111,True,0.5259519802586916,0.8884083030884791,1.0,0.6489661870454857,0.5059495211275509,0.7553041355286272,0.7412490674284209,0.7227777070500329,0.8925560488576183,0.0,1.0,,,110,0.9401709401709402,0.9054378835048719,0.521730193681408,1
MAX_40deg_rep1.tif,40deg,1,19,0,536,0,536,283.75933837890625,,283.75933837890625,212.1156768798828,,212.1156768798828,254.55596923828125,,254.55596923828125,0,0,,254.55596923828125,0.0,0.0,2,0.32716049382716045,0,0,,283.75933837890625,0.0,0.0,4,0.4814814814814815,True,0.9035324093777474,0.9326149463188161,1.0,0.38838616142322296,0.0,,0.4328296543604866,0.0,,,,,,38,0.6333333333333333,0.31586123353829915,0.9683660380158828,1
MAX_40deg_rep1.tif,40deg,1,20,0,1831,0,1831,477.4691467285156,,477.4691467285156,310.4145202636719,,310.4145202636719,387.1829528808594,,387.1829528808594,2,24,731.5,382.60986328125,0.024764011216872703,17556.0,2,0.5119047619047619,0,0,,477.4691467285156,0.0,0.0,3,0.6507936507936507,True,0.6812036821787073,0.9856749778535158,1.0,0.561510956409214,0.556394883465432,1.0,0.8661482360435546,0.8005954627198176,1.0,0.7071067811865476,1.0,,,166,0.9485714285714286,0.888360401663597,0.6075856672571065,1
MAX_40deg_rep1.tif,40deg,1,21,0,1629,0,1629,233.44444274902344,,233.44444274902344,205.55125427246094,,205.55125427246094,250.3480682373047,,250.3480682373047,0,0,,250.3480682373047,0.0,0.0,5,0.5866666666666666,0,0,,233.44444274902344,0.0,0.0,5,0.6060606060606061,True,0.8917986697494406,0.9453233475544842,1.0,0.36494388282027,,,0.37547719866686935,0.0,,,,,,111,0.5414634146341464,0.18229243393510247,0.3044805979282429,13
MAX_40deg_rep1.tif,40deg,1,22,0,660,0,660,212.16969299316406,,212.16969299316406,277.7318115234375,,277.7318115234375,161.14999389648438,,161.14999389648438,0,0,,161.14999389648438,0.0,0.0,3,0.7152777777777777,0,0,,212.16969299316406,0.0,0.0,5,0.7833333333333333,True,0.2990397439235114,0.0,,0.14432635949494246,,0.0,0.5067728022017856,,0.0,,,,,27,0.9642857142857143,0.89953614545328,0.6915739096130078,1
MAX_40deg_rep1.tif,40deg,1,23,0,1691,0,1691,192.78001403808594,,192.78001403808594,315.36309814453125,,315.36309814453125,172.4157257080078,,172.4157257080078,0,0,,172.4157257080078,0.0,0.0,1,0.43128654970760255,0,0,,192.78001403808594,0.0,0.0,1,0.5362318840579712,True,0.5761111527156797,0.021797883357328685,1.0,0.3973752643627732,,0.0,0.19158357576586968,,0.0,,,,,102,0.8225806451612904,0.6030821733486462,0.9247376503463293,1
MAX_40deg_rep1.tif,40deg,1,24,0,1171,0,1171,439.61572265625,,439.61572265625,365.32452392578125,,365.32452392578125,404.2262878417969,,404.2262878417969,1,15,1236.2667236328125,393.429931640625,0.03917616811274557,18544.0,1,0.4388888888888889,1,25,946.5999755859375,428.55584716796875,0.04597020144136444,23665.0,2,0.5722222222222222,True,0.9535956625580232,0.9572961135713134,1.0,0.8709316839913441,0.7885674027507601,0.9746583831565162,0.9084106117128402,0.9350262093483032,0.988865408618495,0.0,1.0,0.0,1.0,227,0.934156378600823,0.7245387626299216,0.8889266341659933,1
MAX_40deg_rep1.tif,40deg,1,25,0,1257,0,1257,426.50994873046875,,426.50994873046875,278.6348571777344,,278.6348571777344,298.6396179199219,,298.6396179199219,0,0,,298.6396179199219,0.0,0.0,1,0.46969696969696967,0,0,,426.50994873046875,0.0,0.0,1,0.46296296296296297,True,0.9497928314257814,0.9442515989800848,1.0,0.8343261376231812,0.4908633722345969,0.9951515714794678,0.9157354913152133,0.9333390906343106,0.9795831418904808,,,,,148,0.896969696969697,0.6728306960405447,0.927308078744927,1
MAX_40deg_rep1.tif,40deg,1,26,0,1328,0,1328,364.7530212402344,,364.7530212402344,378.5459289550781,,378.5459289550781,367.7183837890625,,367.7183837890625,1,15,713.5333251953125,363.7677001953125,0.021917555751233796,10703.0,3,0.6944444444444444,0,0,,364.7530212402344,0.0,0.0,1,0.7098765432098766,True,0.8350092080017465,0.9721423970668385,1.0,0.7853431983304249,0.9207991437745273,0.9493145651543984,0.8251752525961469,0.9425689050277805,0.9751574891150702,0.0,1.0,,,271,0.8741935483870967,0.6084506272661229,0.9127600805951555,1
MAX_40deg_rep1.tif,40deg,1,27,0,2991,0,2991,388.4690856933594,,388.4690856933594,282.99432373046875,,282.99432373046875,365.6449279785156,,365.6449279785156,3,16,518.375,364.8235168457031,0.007583820694851341,8294.0,6,0.41435185185185186,0,0,,388.4690856933594,0.0,0.0,2,0.3715277777777778,True,0.729540535701315,0.9774511416996237,1.0,0.7779017408281703,0.6243572768966485,0.9991211688454356,0.6528968853202831,0.7137801129787609,1.0,14.136798421627438,0.0,,,127,0.9338235294117647,0.8819199910950998,0.5753911968583978,1
MAX_40deg_rep1.tif,40deg,1,28,0,1302,0,1302,211.3448486328125,,211.3448486328125,330.6812744140625,,330.6812744140625,158.01382446289062,,158.01382446289062,0,0,,158.01382446289062,0.0,0.0,5,0.6356209150326804,0,0,,211.3448486328125,0.0,0.0,4,0.584795321637427,True,0.26979944475366086,0.0,,0.21926848714603453,,0.0,0.07547577370155333,,0.0,,,,,92,0.92,0.8620554727260602,0.6858252954961408,1
MAX_40deg_rep1.tif,40deg,1,29,0,224,0,224,236.7142791748047,,236.7142791748047,199.20089721679688,,199.20089721679688,217.58482360839844,,217.58482360839844,0,0,,217.58482360839844,0.0,0.0,3,0.6296296296296297,0,0,,236.7142791748047,0.0,0.0,4,0.5833333333333333,True,0.7602016128086944,0.906740343995172,1.0,0.05533476471541808,,,0.0779430540066965,,,,,,,5,1.0,0.9709038647869503,0.0,1
MAX_40deg_rep1.tif,40deg,1,30,0,959,0,959,294.4786376953125,,294.4786376953125,254.665283203125,,254.665283203125,277.1022033691406,,277.1022033691406,0,0,,277.1022033691406,0.0,0.0,1,0.5555555555555556,0,0,,294.4786376953125,0.0,0.0,2,0.5470085470085473,True,0.9127583282934753,0.887915235431533,1.0,0.8509780237157776,0.8633818589025756,0.9740022431414062,0.9479100390379416,0.8252693938001123,1.0,,,,,128,0.9343065693430657,0.9476594783376119,0.41606507180309715,1
MAX_40deg_rep1.tif,40deg,1,31,0,1243,0,1243,212.17860412597656,,212.17860412597656,238.49798583984375,,238.49798583984375,156.964599609375,,156.964599609375,0,0,,156.964599609375,0.0,0.0,4,0.6604938271604934,0,0,,212.17860412597656,0.0,0.0,3,0.5144927536231885,True,0.2696196564823201,0.0,,0.38202990767817296,,0.0,0.06820006373103789,,0.0,,,,,98,0.9423076923076923,0.8202652177430791,0.8770076197090112,1
