image,condition,replicate,cell_id,n_nuclei,cell_area_px,nucleus_area_px,cytosol_area_px,DAPI_cell_mean,DAPI_nucleus_mean,DAPI_cytosol_mean,G3BP1_cell_mean,G3BP1_nucleus_mean,G3BP1_cytosol_mean,PABPC1_cell_mean,PABPC1_nucleus_mean,PABPC1_cytosol_mean,G3BP1_puncta_n,G3BP1_puncta_area_px,G3BP1_puncta_mean_intensity,G3BP1_diffuse_mean_intensity,G3BP1_frac_intensity_in_puncta,G3BP1_puncta_integrated_intensity,G3BP1_fragmentation_index_simple,G3BP1_fragmentation_index_persistence,PABPC1_puncta_n,PABPC1_puncta_area_px,PABPC1_puncta_mean_intensity,PABPC1_diffuse_mean_intensity,PABPC1_frac_intensity_in_puncta,PABPC1_puncta_integrated_intensity,PABPC1_fragmentation_index_simple,PABPC1_fragmentation_index_persistence,keep
MAX_control_rep1.tif,control,1,1,1,4968,1377,3225,325.7962951660156,475.7973937988281,258.0058898925781,925.9520874023438,971.112548828125,897.8331909179688,1002.865966796875,968.8075561523438,1026.145751953125,2,14,445.5714416503906,899.8050537109375,0.0021543685538170797,6238.0,6,0.6777777777777778,1,7,624.4285888671875,1027.01953125,0.001320815152357584,4371.0,8,0.6994949494949495,True
MAX_control_rep1.tif,control,1,2,0,14463,0,14463,221.75711059570312,,221.75711059570312,769.3123168945312,,769.3123168945312,1350.060302734375,,1350.060302734375,0,0,,769.3123168945312,0.0,0.0,8,0.58008658008658,0,0,,1350.060302734375,0.0,0.0,25,0.6802935010482181,False
MAX_control_rep1.tif,control,1,3,1,35688,14253,19998,381.0854187011719,548.5834350585938,261.8315734863281,1026.1136474609375,945.0440063476562,1063.1893310546875,1499.7161865234375,1366.967529296875,1576.2593994140625,2,13,808.4615478515625,1063.35498046875,0.000494317000648115,10510.0,22,0.656330749354005,4,27,1460.148193359375,1576.4163818359375,0.001250680634969137,39424.0,28,0.6994535519125683,True
MAX_control_rep1.tif,control,1,4,1,36537,15516,20010,390.9216003417969,529.2130737304688,284.7193908691406,970.1741333007812,814.553955078125,1084.70751953125,1207.0115966796875,1006.0048828125,1358.5606689453125,1,7,919.1428833007812,1084.7655029296875,0.000296429421463204,6434.0,15,0.6198501872659176,1,8,1093.625,1358.6666259765625,0.0003218342603219446,8749.0,43,0.5849849849849851,True
MAX_control_rep1.tif,control,1,5,2,22134,12408,8722,434.5614929199219,544.96826171875,287.7013244628906,870.9562377929688,785.4857177734375,989.489013671875,1083.9583740234375,1005.6132202148438,1192.7943115234375,2,12,836.5,989.6997680664062,0.0011631082637347408,10038.0,19,0.6288888888888888,0,0,,1192.7943115234375,0.0,0.0,12,0.6519916142557651,True
MAX_control_rep1.tif,control,1,6,1,40735,16551,22227,391.70086669921875,484.6712646484375,321.3358459472656,811.6416625976562,632.5829467773438,938.21630859375,1065.45361328125,827.1697387695312,1232.7080078125,2,13,789.8461303710938,938.3031616210938,0.0004923818439421928,10268.0,13,0.6654252017380509,0,0,,1232.7080078125,0.0,0.0,38,0.6432038834951457,True
MAX_control_rep1.tif,control,1,7,1,29460,11079,17060,345.978515625,483.784912109375,253.7501220703125,890.2335205078125,802.4371337890625,931.06103515625,1313.344482421875,1262.35546875,1323.489501953125,2,13,1058.769287109375,930.963623046875,0.0008665377604657697,13764.0,9,0.5515587529976018,0,0,,1323.489501953125,0.0,0.0,32,0.6904761904761904,True
MAX_control_rep1.tif,control,1,8,1,17229,13143,3117,598.3275146484375,661.900146484375,375.9194641113281,874.5928955078125,819.0842895507812,1073.16845703125,1288.894287109375,1232.5450439453125,1468.6531982421875,0,0,,1073.16845703125,0.0,0.0,11,0.5576131687242798,1,7,1002.2857055664062,1469.702880859375,0.0015326165976960072,7016.0,25,0.6599732262382866,True
MAX_control_rep1.tif,control,1,9,1,22770,13797,7370,492.25775146484375,584.4415893554688,334.2502136230469,933.02783203125,864.6682739257812,1020.86376953125,1237.102294921875,1129.4951171875,1403.8389892578125,0,0,,1020.86376953125,0.0,0.0,15,0.6811342592592594,0,0,,1403.8389892578125,0.0,0.0,30,0.6061061061061059,True
MAX_control_rep1.tif,control,1,10,1,28242,12645,14509,521.3359375,729.999755859375,349.2380676269531,755.8909912109375,590.459716796875,887.74609375,1088.7020263671875,885.6512451171875,1246.8087158203125,1,7,804.0,887.7864990234375,0.00043694607302868847,5628.0,9,0.5529595015576324,2,14,1079.2142333984375,1246.970703125,0.0008352152256048497,15109.0,25,0.648635477582846,True
MAX_control_rep1.tif,control,1,11,1,36990,14022,21251,361.7848815917969,464.4180603027344,293.76593017578125,771.76318359375,633.2192993164062,860.6483764648438,1075.2169189453125,786.5995483398438,1265.0235595703125,4,27,635.0,860.9353637695312,0.0009374160385241085,17145.0,6,0.6036439665471922,1,7,1024.142822265625,1265.1029052734375,0.00026667394759576085,7169.0,30,0.6434400502197114,True
MAX_control_rep1.tif,control,1,12,1,25107,11898,11949,476.5197448730469,618.3457641601562,339.3714904785156,733.626220703125,653.4150390625,799.8721313476562,1084.3197021484375,1039.5435791015625,1112.702880859375,0,0,,799.8721313476562,0.0,0.0,6,0.5662589194699287,2,12,1261.0,1112.5537109375,0.0011381135204306119,15132.0,36,0.6603942652329748,True
MAX_control_rep1.tif,control,1,13,1,19440,12033,6037,581.9564208984375,716.110595703125,330.864501953125,537.6732788085938,483.858642578125,615.6806640625,792.9710693359375,742.0786743164062,863.607421875,4,29,497.7241516113281,616.25,0.003883381259039879,14434.0,13,0.4987922705314009,0,0,,863.607421875,0.0,0.0,32,0.6642512077294686,True
